# HB Z M OV QHEL tau_He tau_H fname
0 0.002 1.600 0.60 0.302 2.485e+08 1.552e+09 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.60.PMS
1 0.002 1.600 0.60 0.265 1.326e+08 0 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.60.PMS.HB
0 0.002 1.650 0.60 0.296 2.361e+08 1.421e+09 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.65.PMS
0 0.002 1.700 0.60 0.293 2.228e+08 1.307e+09 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.70.PMS
0 0.002 1.750 0.60 0.290 2.056e+08 1.208e+09 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.75.PMS
0 0.002 1.800 0.60 0.286 1.894e+08 1.119e+09 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.80.PMS
0 0.002 1.850 0.60 0.285 1.752e+08 1.037e+09 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.85.PMS
0 0.002 1.900 0.60 0.281 1.597e+08 9.66e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.90.PMS
0 0.002 1.950 0.60 0.281 1.462e+08 9.002e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.95.PMS
0 0.002 10.000 0.60 0.331 1.997e+06 2.513e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M10.0.PMS
0 0.002 11.000 0.60 0.349 1.476e+06 2.149e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M11.0.PMS
0 0.002 12.000 0.60 0.357 1.279e+06 1.871e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M12.0.PMS
0 0.002 14.000 0.60 0.372 1.168e+06 1.494e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M14.0.PMS
0 0.002 16.000 0.60 0.380 8.653e+05 1.25e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M16.0.PMS
0 0.002 18.000 0.60 0.393 7.469e+05 1.079e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M18.0.PMS
0 0.002 2.000 0.60 0.283 1.337e+08 8.45e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.00.PMS
0 0.002 2.050 0.60 0.282 1.214e+08 7.778e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.05.PMS
0 0.002 2.100 0.60 0.281 1.108e+08 7.303e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.10.PMS
0 0.002 2.150 0.60 0.281 1.012e+08 6.868e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.15.PMS
0 0.002 2.200 0.60 0.281 9.261e+07 6.463e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.20.PMS
0 0.002 2.250 0.60 0.283 8.484e+07 6.101e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.25.PMS
0 0.002 2.300 0.60 0.283 7.786e+07 5.766e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.30.PMS
0 0.002 2.350 0.60 0.285 7.216e+07 5.46e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.35.PMS
0 0.002 2.400 0.60 0.284 6.624e+07 5.178e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.40.PMS
0 0.002 2.600 0.60 0.282 4.988e+07 4.226e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.60.PMS
0 0.002 2.800 0.60 0.276 3.883e+07 3.52e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.80.PMS
0 0.002 20.000 0.60 0.402 6.7e+05 9.553e+06 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M20.0.PMS
0 0.002 3.000 0.60 0.262 3.126e+07 2.979e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M3.00.PMS
0 0.002 3.200 0.60 0.249 2.554e+07 2.551e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M3.20.PMS
0 0.002 3.400 0.60 0.239 2.14e+07 2.211e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M3.40.PMS
0 0.002 3.600 0.60 0.230 1.822e+07 1.936e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M3.60.PMS
0 0.002 3.800 0.60 0.222 1.571e+07 1.711e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M3.80.PMS
0 0.002 4.000 0.60 0.215 1.375e+07 1.525e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M4.00.PMS
0 0.002 4.200 0.60 0.210 1.221e+07 1.368e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M4.20.PMS
0 0.002 4.400 0.60 0.205 1.083e+07 1.235e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M4.40.PMS
0 0.002 4.600 0.60 0.198 9.425e+06 1.121e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M4.60.PMS
0 0.002 4.800 0.60 0.197 8.49e+06 1.024e+08 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M4.80.PMS
0 0.002 5.000 0.60 0.193 7.676e+06 9.388e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M5.00.PMS
0 0.002 5.200 0.60 0.192 6.956e+06 8.632e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M5.20.PMS
0 0.002 5.400 0.60 0.197 6.345e+06 7.976e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M5.40.PMS
0 0.002 5.600 0.60 0.223 5.832e+06 7.397e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M5.60.PMS
0 0.002 5.800 0.60 0.236 5.368e+06 6.885e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M5.80.PMS
0 0.002 6.000 0.60 0.306 4.938e+06 6.451e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M6.00.PMS
0 0.002 6.200 0.60 0.308 4.577e+06 6.032e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M6.20.PMS
0 0.002 6.400 0.60 0.310 4.26e+06 5.661e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M6.40.PMS
0 0.002 7.000 0.60 0.321 4.459e+06 4.741e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M7.00.PMS
0 0.002 8.000 0.60 0.329 3.296e+06 3.699e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M8.00.PMS
0 0.002 9.000 0.60 0.334 2.48e+06 2.998e+07 OV0.6_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M9.00.PMS
0 0.004 0.100 0.00 0.000 0 2.979e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.10.PMS
0 0.004 0.120 0.00 0.000 0 3.012e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.12.PMS
0 0.004 0.140 0.00 0.000 0 2.988e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.14.PMS
0 0.004 0.160 0.00 0.000 0 3.003e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.16.PMS
0 0.004 0.200 0.00 0.000 0 2.996e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.20.PMS
0 0.004 0.250 0.00 0.000 0 2.973e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.25.PMS
0 0.004 0.300 0.00 0.000 0 3.015e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.30.PMS
0 0.004 0.350 0.00 0.000 0 3.016e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.35.PMS
0 0.004 0.450 0.00 0.000 0 3.013e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.45.PMS
1 0.004 0.484 0.60 0.997 1.342e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.484.PMS.HB
1 0.004 0.485 0.60 0.995 1.34e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.485.PMS.HB
1 0.004 0.490 0.60 0.984 1.298e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.490.PMS.HB
1 0.004 0.495 0.60 0.974 1.279e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.495.PMS.HB
0 0.004 0.500 0.00 0.000 0 3.008e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.50.PMS
1 0.004 0.500 0.60 0.965 1.238e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.500.PMS.HB
1 0.004 0.505 0.60 0.955 1.193e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.505.PMS.HB
1 0.004 0.510 0.60 0.946 1.159e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.510.PMS.HB
1 0.004 0.515 0.60 0.937 1.126e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.515.PMS.HB
1 0.004 0.520 0.60 0.928 1.213e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.520.PMS.HB
1 0.004 0.525 0.60 0.919 1.204e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.525.PMS.HB
1 0.004 0.530 0.60 0.910 1.191e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.530.PMS.HB
1 0.004 0.540 0.60 0.893 1.183e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.540.PMS.HB
0 0.004 0.550 0.00 0.000 0 3.007e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.55.PMS
1 0.004 0.550 0.60 0.877 1.162e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.550.PMS.HB
1 0.004 0.560 0.60 0.861 1.152e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.560.PMS.HB
1 0.004 0.570 0.60 0.846 1.138e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.570.PMS.HB
1 0.004 0.580 0.60 0.831 1.125e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.580.PMS.HB
1 0.004 0.590 0.60 0.817 1.121e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.590.PMS.HB
0 0.004 0.600 0.00 0.000 0 3.011e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.60.PMS
1 0.004 0.600 0.60 0.804 1.101e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.60.PMS.HB
1 0.004 0.620 0.60 0.778 1.097e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.62.PMS.HB
1 0.004 0.640 0.60 0.754 1.071e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.64.PMS.HB
0 0.004 0.650 0.00 0.000 0 3.005e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.65.PMS
1 0.004 0.660 0.60 0.731 1.082e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.66.PMS.HB
1 0.004 0.680 0.60 0.709 1.067e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.68.PMS.HB
0 0.004 0.700 0.00 0.694 1.402e+06 2.358e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.70.PMS
1 0.004 0.700 0.60 0.689 1.061e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.70.PMS.HB
1 0.004 0.720 0.60 0.670 1.056e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.72.PMS.HB
0 0.004 0.750 0.00 0.646 1.421e+06 1.851e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.75.PMS
1 0.004 0.750 0.60 0.643 1.046e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.75.PMS.HB
1 0.004 0.760 0.60 0.634 1.046e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.76.PMS.HB
1 0.004 0.780 0.60 0.618 1.05e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.78.PMS.HB
0 0.004 0.800 0.00 0.604 1.416e+06 1.477e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.80.PMS
1 0.004 0.800 0.60 0.603 1.039e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.80.PMS.HB
0 0.004 0.850 0.00 0.567 1.354e+06 1.188e+10 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.85.PMS
1 0.004 0.850 0.60 0.567 1.029e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.85.PMS.HB
0 0.004 0.900 0.00 0.535 1.417e+06 9.64e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.90.PMS
1 0.004 0.900 0.60 0.535 1.03e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.90.PMS.HB
0 0.004 0.950 0.00 0.506 1.429e+06 7.898e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.95.PMS
1 0.004 0.950 0.60 0.506 1.015e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.95.PMS.HB
0 0.004 1.000 0.00 0.480 1.424e+06 6.525e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.00.PMS
1 0.004 1.000 0.60 0.480 1.027e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.00.PMS.HB
0 0.004 1.050 0.00 0.456 1.435e+06 5.439e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.05.PMS
1 0.004 1.050 0.60 0.456 1.019e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.05.PMS.HB
0 0.004 1.100 0.00 0.435 1.444e+06 4.567e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.10.PMS
1 0.004 1.100 0.60 0.435 1.008e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.10.PMS.HB
0 0.004 1.150 0.10 0.416 1.449e+06 3.907e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.15.PMS
1 0.004 1.150 0.60 0.416 1.016e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.15.PMS.HB
0 0.004 1.200 0.20 0.399 1.499e+06 3.387e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.20.PMS
1 0.004 1.200 0.60 0.399 1.01e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.20.PMS.HB
0 0.004 1.250 0.30 0.383 1.437e+06 3.095e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.25.PMS
1 0.004 1.250 0.60 0.383 1.01e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.25.PMS.HB
0 0.004 1.300 0.40 0.368 1.56e+06 2.893e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.30.PMS
1 0.004 1.300 0.60 0.367 1.01e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.30.PMS.HB
0 0.004 1.350 0.50 0.352 1.58e+06 2.706e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.35.PMS
1 0.004 1.350 0.60 0.352 1.015e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.35.PMS.HB
0 0.004 1.400 0.60 0.333 1.497e+06 2.54e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.40.PMS
1 0.004 1.400 0.60 0.333 1.072e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.40.PMS.HB
0 0.004 1.450 0.60 0.316 1.131e+06 2.286e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.45.PMS
1 0.004 1.450 0.60 0.316 1.116e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.45.PMS.HB
0 0.004 1.500 0.60 0.300 1.075e+06 2.07e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.50.PMS
1 0.004 1.500 0.60 0.300 1.187e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.50.PMS.HB
0 0.004 1.550 0.60 0.282 1.156e+06 1.884e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.55.PMS
1 0.004 1.550 0.60 0.282 1.29e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.55.PMS.HB
0 0.004 1.600 0.60 0.262 4.818e+06 1.722e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.60.PMS
1 0.004 1.600 0.60 0.262 1.45e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.60.PMS.HB
0 0.004 1.650 0.60 0.290 2.778e+08 1.577e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.65.PMS
1 0.004 1.650 0.60 0.254 1.439e+08 0 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.65.PMS.HB
0 0.004 1.700 0.60 0.283 2.641e+08 1.45e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.70.PMS
0 0.004 1.750 0.60 0.279 2.466e+08 1.337e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.75.PMS
0 0.004 1.800 0.60 0.274 2.291e+08 1.235e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.80.PMS
0 0.004 1.850 0.60 0.269 2.128e+08 1.146e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.85.PMS
0 0.004 1.900 0.60 0.266 1.962e+08 1.067e+09 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.90.PMS
0 0.004 1.950 0.60 0.264 1.826e+08 9.93e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.95.PMS
0 0.004 10.000 0.60 0.321 2.046e+06 2.522e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M10.0.PMS
0 0.004 11.000 0.60 0.341 1.492e+06 2.154e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M11.0.PMS
0 0.004 12.000 0.60 0.346 1.303e+06 1.872e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M12.0.PMS
0 0.004 14.000 0.60 0.375 1.215e+06 1.49e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M14.0.PMS
0 0.004 16.000 0.60 0.378 8.85e+05 1.245e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M16.0.PMS
0 0.004 18.000 0.60 0.394 7.566e+05 1.073e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M18.0.PMS
0 0.004 2.000 0.60 0.262 1.682e+08 9.303e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.00.PMS
0 0.004 2.050 0.60 0.262 1.558e+08 8.556e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.05.PMS
0 0.004 2.100 0.60 0.257 1.423e+08 8.016e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.10.PMS
0 0.004 2.150 0.60 0.260 1.306e+08 7.535e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.15.PMS
0 0.004 2.200 0.60 0.259 1.196e+08 7.083e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.20.PMS
0 0.004 2.250 0.60 0.257 1.1e+08 6.677e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.25.PMS
0 0.004 2.300 0.60 0.258 1.008e+08 6.303e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.30.PMS
0 0.004 2.350 0.60 0.258 9.32e+07 5.955e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.35.PMS
0 0.004 2.400 0.60 0.258 8.521e+07 5.64e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.40.PMS
0 0.004 2.600 0.60 0.261 6.254e+07 4.588e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.60.PMS
0 0.004 2.800 0.60 0.262 4.73e+07 3.799e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.80.PMS
0 0.004 20.000 0.60 0.417 6.79e+05 9.495e+06 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M20.0.PMS
0 0.004 3.000 0.60 0.257 3.658e+07 3.199e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M3.00.PMS
0 0.004 3.200 0.60 0.245 2.954e+07 2.728e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M3.20.PMS
0 0.004 3.400 0.60 0.234 2.439e+07 2.354e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M3.40.PMS
0 0.004 3.600 0.60 0.225 2.029e+07 2.052e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M3.60.PMS
0 0.004 3.800 0.60 0.217 1.715e+07 1.806e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M3.80.PMS
0 0.004 4.000 0.60 0.211 1.491e+07 1.604e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M4.00.PMS
0 0.004 4.200 0.60 0.205 1.311e+07 1.433e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M4.20.PMS
0 0.004 4.400 0.60 0.200 1.154e+07 1.29e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M4.40.PMS
0 0.004 4.600 0.60 0.194 1.002e+07 1.169e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M4.60.PMS
0 0.004 4.800 0.60 0.191 8.982e+06 1.064e+08 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M4.80.PMS
0 0.004 5.000 0.60 0.188 8.094e+06 9.742e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M5.00.PMS
0 0.004 5.200 0.60 0.186 7.346e+06 8.937e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M5.20.PMS
0 0.004 5.400 0.60 0.185 6.672e+06 8.236e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M5.40.PMS
0 0.004 5.600 0.60 0.191 6.098e+06 7.623e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M5.60.PMS
0 0.004 5.800 0.60 0.198 5.611e+06 7.08e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M5.80.PMS
0 0.004 6.000 0.60 0.211 5.155e+06 6.622e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M6.00.PMS
0 0.004 6.200 0.60 0.285 4.772e+06 6.183e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M6.20.PMS
0 0.004 6.400 0.60 0.300 4.437e+06 5.793e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M6.40.PMS
0 0.004 7.000 0.60 0.307 4.434e+06 4.828e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M7.00.PMS
0 0.004 8.000 0.60 0.320 3.565e+06 3.743e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M8.00.PMS
0 0.004 9.000 0.60 0.323 2.588e+06 3.022e+07 OV0.6_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M9.00.PMS
0 0.006 0.100 0.00 0.000 0 2.992e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.10.PMS
0 0.006 0.120 0.00 0.000 0 3.024e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.12.PMS
0 0.006 0.140 0.00 0.000 0 3.013e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.14.PMS
0 0.006 0.160 0.00 0.000 0 3.023e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.16.PMS
0 0.006 0.200 0.00 0.000 0 3.007e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.20.PMS
0 0.006 0.250 0.00 0.000 0 2.997e+10 OV0.6_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.25.PMS
